image_a,image_b,label,score,prediction
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000110\0281_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000330\0048_02.jpg,0,0.962899923324585,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000371\0008_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000356\0161_01.jpg,0,0.9557328224182129,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000148\0408_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000071\0042_01.jpg,0,0.9581725597381592,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000087\0420_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000087\0428_01.jpg,1,0.9811978936195374,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000283\0105_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000179\0157_01.jpg,0,0.9640715718269348,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000114\0105_04.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000114\0176_01.jpg,1,0.17443905770778656,0
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000290\0109_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000290\0117_01.jpg,1,0.9895095229148865,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000047\0095_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000114\0050_02.jpg,0,0.8743484020233154,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000411\0037_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000349\0135_02.jpg,0,0.9396733045578003,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000371\0189_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000224\0210_01.jpg,0,0.945736289024353,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000411\0020_02.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000411\0265_01.jpg,1,0.8536174297332764,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000019\0172_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000019\0310_01.jpg,1,0.9164384603500366,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000306\0008_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000306\0479_01.jpg,1,0.9772458672523499,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000201\0128_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000047\0437_01.jpg,0,0.9441361427307129,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000094\0165_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000094\0462_01.jpg,1,0.9644085168838501,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000192\0320_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000330\0302_01.jpg,0,0.9651311635971069,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000313\0016_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000349\0023_01.jpg,0,0.9319911003112793,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000043\0119_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000136\0351_01.jpg,0,0.9706422686576843,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000224\0021_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000224\0141_01.jpg,1,0.9438346028327942,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000945\0157_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000945\0317_02.jpg,1,0.9390794634819031,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000349\0082_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000283\0332_01.jpg,0,0.9849234223365784,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000099\0293_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000224\0106_01.jpg,0,0.9397407174110413,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000248\0431_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000201\0114_01.jpg,0,0.8768517374992371,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000272\0322_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000306\0132_01.jpg,0,0.9880999326705933,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000313\0018_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000313\0139_01.jpg,1,0.9574878811836243,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000313\0026_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000313\0210_01.jpg,1,0.39321380853652954,0
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000080\0077_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000043\0029_02.jpg,0,0.9386844038963318,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000367\0022_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000099\0042_02.jpg,0,0.8802957534790039,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000136\0064_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000356\0305_01.jpg,0,0.09162554144859314,0
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000313\0038_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000313\0084_01.jpg,1,0.9526320695877075,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000055\0105_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000055\0283_01.jpg,1,0.9239799976348877,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000323\0120_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000290\0049_01.jpg,0,0.9878749847412109,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000290\0040_04.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000148\0128_01.jpg,0,0.984582245349884,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000394\0072_02.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000158\0121_01.jpg,0,0.8059370517730713,0
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000192\0473_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000071\0248_01.jpg,0,0.9533406496047974,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000293\0047_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000293\0062_01.jpg,1,0.9694604873657227,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000201\0064_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000201\0083_01.jpg,1,0.9296010732650757,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000337\0072_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000337\0193_01.jpg,1,0.8591792583465576,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000256\0147_02.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000256\0603_01.jpg,1,0.9545630812644958,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000248\0096_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000063\0129_01.jpg,0,0.9453268051147461,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000356\0281_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000030\0080_01.jpg,0,0.8689107298851013,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000290\0135_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000394\0001_01.jpg,0,0.9629313945770264,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000290\0047_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000290\0124_02.jpg,1,0.9792765974998474,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000019\0090_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000055\0269_01.jpg,0,0.9442844390869141,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000151\0104_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000136\0187_01.jpg,0,0.9371871948242188,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000293\0040_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000293\0144_01.jpg,1,0.9350146651268005,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000405\0208_03.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000224\0162_01.jpg,0,0.9393944144248962,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000110\0170_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000148\0010_01.jpg,0,0.9673978090286255,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000043\0095_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000043\0151_01.jpg,1,0.848568320274353,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000210\0319_02.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000323\0345_05.jpg,0,0.9572145342826843,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000080\0368_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000256\0037_01.jpg,0,0.901806652545929,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000010\0051_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000010\0066_01.jpg,1,0.8591447472572327,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000378\0090_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000378\0576_01.jpg,1,0.9696223735809326,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000210\0097_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000210\0412_01.jpg,1,0.9444194436073303,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000323\0026_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000323\0093_01.jpg,1,0.9836176633834839,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000158\0119_02.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000330\0033_01.jpg,0,0.8954527974128723,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000405\0074_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000405\0267_01.jpg,1,0.9959901571273804,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000306\0006_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000306\0105_01.jpg,1,0.9645236134529114,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000405\0018_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000405\0122_01.jpg,1,0.9561607837677002,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000043\0288_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000267\0114_01.jpg,0,0.9659759402275085,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000411\0215_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000394\0098_01.jpg,0,0.9637423753738403,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000080\0142_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000080\0539_01.jpg,1,0.9451809525489807,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000080\0055_02.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000080\0437_01.jpg,1,0.9332027435302734,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000224\0053_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000224\0283_01.jpg,1,0.9527878761291504,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000438\0057_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000290\0128_01.jpg,0,0.9131208062171936,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000596\0302_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000306\0003_02.jpg,0,0.9626173973083496,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000043\0003_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000043\0455_01.jpg,1,0.9825596213340759,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000267\0054_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000267\0069_01.jpg,1,0.9075484871864319,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000272\0138_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000272\0288_01.jpg,1,0.9146958589553833,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000158\0048_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000158\0659_01.jpg,1,0.9355279207229614,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000201\0051_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000201\0130_01.jpg,1,0.9257033467292786,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000217\0232_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000438\0342_01.jpg,0,0.9861013293266296,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000231\0221_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000063\0085_01.jpg,0,0.9643950462341309,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000313\0063_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000313\0097_02.jpg,1,0.9582815170288086,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000405\0217_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000293\0070_01.jpg,0,0.9549897909164429,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000201\0158_02.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000367\0136_01.jpg,0,0.026033688336610794,0
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000405\0256_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000272\0147_01.jpg,0,0.8929055333137512,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000136\0070_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000179\0271_02.jpg,0,0.9017941951751709,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000087\0294_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000087\0300_01.jpg,1,0.9734312295913696,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000248\0011_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000248\0543_03.jpg,1,0.8166182041168213,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000394\0052_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000210\0105_01.jpg,0,0.951164722442627,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000055\0092_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000256\0118_01.jpg,0,0.9329195022583008,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000339\0160_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000339\0279_01.jpg,1,0.9793117046356201,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000231\0153_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000272\0191_01.jpg,0,0.9595404267311096,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000378\0055_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000378\0557_01.jpg,1,0.9556373357772827,1
C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000148\0150_01.jpg,C:\Users\hivin\Desktop\Cyber_Project_1121\face verification\Dataset\dataset\test\n000148\0342_01.jpg,1,0.9481977224349976,1
